  cell  ,E,W,N,S
"(74, 5)",0,0,1,1
"(75, 5)",1,0,1,0
"(76, 5)",0,1,0,0
"(77, 5)",1,1,0,0
"(78, 5)",1,1,0,0
"(79, 5)",0,1,0,1
"(80, 5)",0,1,1,0
"(81, 5)",1,1,0,1
"(82, 5)",0,1,1,0
"(83, 5)",0,1,0,1
"(84, 5)",0,1,1,0
"(85, 5)",0,1,0,1
"(86, 5)",1,0,1,0
"(87, 5)",1,0,0,1
"(88, 5)",0,0,1,0
"(89, 5)",0,1,0,1
"(90, 5)",0,1,1,0
"(91, 5)",1,0,0,0
"(92, 5)",1,0,0,1
"(93, 5)",1,0,1,0
"(94, 5)",1,0,0,1
"(95, 5)",0,0,1,1
"(96, 5)",0,1,1,1
"(97, 5)",1,0,1,1
"(98, 5)",1,0,1,0
"(99, 5)",1,1,0,1
"(100, 5)",0,1,1,0
"(101, 5)",1,1,0,0
"(102, 5)",0,1,0,1
"(103, 5)",1,0,1,0
"(104, 5)",1,0,0,1
"(105, 5)",0,1,1,0
"(106, 5)",0,1,0,1
"(107, 5)",0,1,1,0
"(108, 5)",0,1,0,1
"(109, 5)",0,0,1,1
"(110, 5)",0,1,1,1
"(111, 5)",1,0,1,0
"(112, 5)",1,0,0,0
"(113, 5)",1,0,0,1
"(114, 5)",1,0,1,0
"(115, 5)",1,1,0,0
"(116, 5)",1,1,0,1
"(117, 5)",1,0,1,0
"(118, 5)",1,1,0,0
"(119, 5)",1,0,0,1
"(120, 5)",1,1,1,0
"(121, 5)",1,1,0,0
"(122, 5)",1,1,0,0
"(123, 5)",1,0,0,1
"(124, 5)",0,0,1,1
"(125, 5)",0,0,1,1
"(126, 5)",0,1,1,0
"(127, 5)",1,0,0,1
"(128, 5)",1,0,1,1
"(129, 5)",0,0,1,1
"(130, 5)",1,1,1,0
"(131, 5)",1,1,0,0
"(132, 5)",1,1,0,0
"(133, 5)",1,1,0,0
"(134, 5)",1,0,0,1
"(135, 5)",1,0,1,0
"(136, 5)",0,1,0,1
"(137, 5)",0,0,1,1
"(138, 5)",1,0,1,0
"(139, 5)",0,1,0,0
"(140, 5)",1,0,0,1
"(141, 5)",0,0,1,1
"(142, 5)",0,1,1,0
"(143, 5)",1,0,0,1
"(144, 5)",0,1,1,0
"(145, 5)",1,0,0,1
"(146, 5)",0,0,1,1
"(147, 5)",0,1,1,0
"(148, 5)",1,0,0,1
"(149, 5)",0,1,1,0
"(150, 5)",1,1,0,0
"(151, 5)",0,1,0,1
"(152, 5)",0,1,1,1
"(153, 5)",0,0,1,0
"(154, 5)",1,0,0,1
"(155, 5)",0,1,1,0
"(156, 5)",1,1,0,1
"(157, 5)",0,0,1,1
"(158, 5)",0,1,1,0
"(159, 5)",1,0,0,1
"(160, 5)",0,1,1,1
"(161, 5)",0,1,1,0
"(162, 5)",0,1,0,1
"(163, 5)",0,1,1,0
"(164, 5)",1,0,0,0
"(165, 5)",1,1,0,0
"(166, 5)",0,0,0,1
"(167, 5)",1,0,1,1
"(168, 5)",0,1,1,0
"(169, 5)",0,1,0,0
"(170, 5)",0,1,0,1
"(171, 5)",0,0,1,1
"(172, 5)",0,0,1,1
"(173, 5)",1,0,1,1
"(174, 5)",1,0,1,0
"(175, 5)",1,1,0,0
"(176, 5)",1,1,0,1
"(177, 5)",1,0,1,0
"(178, 5)",1,0,0,1
"(179, 5)",0,1,1,0
"(180, 5)",1,0,0,1
"(181, 5)",0,1,1,0
"(182, 5)",0,1,0,1
"(183, 5)",1,0,1,0
"(184, 5)",0,1,0,1
"(185, 5)",0,0,1,0
"(186, 5)",0,1,0,1
"(187, 5)",0,0,1,1
"(188, 5)",1,0,1,0
"(189, 5)",1,1,0,0
"(190, 5)",1,1,0,0
"(191, 5)",1,1,0,0
"(192, 5)",0,1,0,1
"(193, 5)",0,0,1,1
"(194, 5)",1,0,1,1
"(195, 5)",0,0,1,0
"(196, 5)",0,1,0,1
"(197, 5)",0,1,1,0
"(198, 5)",1,1,0,1
"(199, 5)",0,1,1,0
"(200, 5)",1,1,0,0
"(1, 6)",1,1,0,0
"(2, 6)",0,1,0,1
"(3, 6)",1,0,1,0
"(4, 6)",0,1,0,1
"(5, 6)",1,0,1,0
"(6, 6)",1,1,0,0
"(7, 6)",0,1,0,1
"(8, 6)",0,0,1,1
"(9, 6)",0,0,1,0
"(10, 6)",1,1,0,1
"(11, 6)",0,1,1,0
"(12, 6)",1,1,0,1
"(13, 6)",1,0,1,0
"(14, 6)",1,0,0,0
"(15, 6)",1,0,0,1
"(16, 6)",0,1,1,0
"(17, 6)",1,1,0,0
"(18, 6)",1,0,0,1
"(19, 6)",0,0,1,1
"(20, 6)",1,1,1,0
"(21, 6)",1,0,0,1
"(22, 6)",1,0,1,0
"(23, 6)",0,1,0,1
"(24, 6)",1,0,1,0
"(25, 6)",1,1,0,1
"(26, 6)",1,0,1,0
"(27, 6)",0,1,0,1
"(28, 6)",1,0,1,0
"(29, 6)",0,1,0,1
"(30, 6)",1,0,1,0
"(31, 6)",1,1,0,0
"(32, 6)",0,1,0,0
"(33, 6)",1,1,0,0
"(34, 6)",0,1,0,1
"(35, 6)",0,1,1,0
"(36, 6)",1,0,0,1
"(37, 6)",0,1,1,1
"(38, 6)",1,0,1,0
"(39, 6)",0,1,0,1
"(40, 6)",0,0,1,1
"(41, 6)",1,0,1,0
"(42, 6)",0,1,0,0
"(43, 6)",1,1,0,0
"(44, 6)",1,1,0,1
"(45, 6)",0,0,1,1
"(46, 6)",0,1,1,1
"(47, 6)",0,1,1,0
"(48, 6)",0,1,0,1
"(49, 6)",1,0,1,0
"(50, 6)",1,1,0,0
"(51, 6)",1,1,0,0
"(52, 6)",1,0,0,1
"(53, 6)",0,1,1,0
"(54, 6)",1,0,0,1
"(55, 6)",0,0,1,1
"(56, 6)",0,0,1,1
"(57, 6)",0,0,1,1
"(58, 6)",0,0,1,1
"(59, 6)",0,1,1,0
"(60, 6)",1,1,0,0
"(61, 6)",0,1,0,1
"(62, 6)",0,1,1,1
"(63, 6)",0,1,1,0
"(64, 6)",1,1,0,1
"(65, 6)",0,0,1,1
"(66, 6)",0,0,1,1
"(67, 6)",0,0,1,0
"(68, 6)",1,1,0,0
"(69, 6)",0,1,0,0
"(70, 6)",0,1,0,1
"(71, 6)",1,0,1,0
"(72, 6)",1,0,0,1
"(73, 6)",0,0,1,1
"(74, 6)",0,0,1,1
"(75, 6)",0,1,1,0
"(76, 6)",1,0,0,1
"(77, 6)",0,1,1,0
"(78, 6)",0,1,0,1
"(79, 6)",0,0,1,1
"(80, 6)",1,0,1,0
"(81, 6)",0,1,0,0
"(82, 6)",1,0,0,1
"(83, 6)",0,0,1,1
"(84, 6)",0,0,1,1
"(85, 6)",0,0,1,1
"(86, 6)",0,1,1,0
"(87, 6)",1,1,0,1
"(88, 6)",0,0,1,1
"(89, 6)",1,0,1,1
"(90, 6)",0,0,1,1
"(91, 6)",0,1,1,0
"(92, 6)",1,1,0,0
"(93, 6)",0,1,0,1
"(94, 6)",0,1,1,0
"(95, 6)",0,0,0,1
"(96, 6)",1,0,1,0
"(97, 6)",1,1,0,0
"(98, 6)",0,1,0,0
"(99, 6)",0,1,0,1
"(100, 6)",1,0,1,0
"(101, 6)",1,1,0,0
"(102, 6)",1,0,0,0
"(103, 6)",1,1,0,0
"(104, 6)",0,1,0,1
"(105, 6)",0,0,1,1
"(106, 6)",0,0,1,1
"(107, 6)",0,0,1,1
"(108, 6)",0,0,1,1
"(109, 6)",0,0,1,1
"(110, 6)",1,0,1,0
"(111, 6)",1,1,0,0
"(112, 6)",1,1,0,0
"(113, 6)",1,1,0,0
"(114, 6)",0,1,0,1
"(115, 6)",0,1,1,0
"(116, 6)",1,1,0,0
"(117, 6)",0,1,0,1
"(118, 6)",0,1,1,0
"(119, 6)",0,1,0,0
"(120, 6)",1,1,0,0
"(121, 6)",1,1,0,0
"(122, 6)",1,1,0,0
"(123, 6)",1,1,0,0
"(124, 6)",0,0,0,1
"(125, 6)",1,0,1,1
"(126, 6)",0,0,1,1
"(127, 6)",0,1,1,0
"(128, 6)",0,1,0,1
"(129, 6)",1,0,1,0
"(130, 6)",0,1,0,0
"(131, 6)",1,1,0,1
"(132, 6)",0,1,1,0
"(133, 6)",0,1,0,1
"(134, 6)",1,1,1,0
"(135, 6)",1,1,0,1
"(136, 6)",0,0,1,0
"(137, 6)",1,0,0,1
"(138, 6)",0,1,1,1
"(139, 6)",0,0,1,1
"(140, 6)",0,1,1,0
"(141, 6)",0,0,0,1
"(142, 6)",1,0,1,0
"(143, 6)",0,1,0,1
"(144, 6)",0,0,1,1
"(145, 6)",0,1,1,0
"(146, 6)",1,0,0,1
"(147, 6)",1,0,1,0
"(148, 6)",1,1,0,0
"(149, 6)",0,0,0,1
"(150, 6)",1,1,1,0
"(151, 6)",1,0,0,1
"(152, 6)",0,0,1,1
"(153, 6)",1,0,1,0
"(154, 6)",1,1,0,1
"(155, 6)",1,0,1,0
"(156, 6)",0,1,0,0
"(157, 6)",1,0,0,1
"(158, 6)",0,0,1,1
"(159, 6)",0,1,1,0
"(160, 6)",1,0,0,1
"(161, 6)",1,0,1,0
"(162, 6)",1,0,0,1
"(163, 6)",1,0,1,0
"(164, 6)",0,1,0,1
"(165, 6)",0,1,1,1
"(166, 6)",1,0,1,0
"(167, 6)",0,1,0,1
"(168, 6)",0,0,1,1
"(169, 6)",0,0,1,1
"(170, 6)",0,0,1,1
"(171, 6)",0,0,1,1
"(172, 6)",1,0,1,0
"(173, 6)",1,1,0,0
"(174, 6)",1,1,0,0
"(175, 6)",1,1,0,0
"(176, 6)",0,1,0,0
"(177, 6)",1,1,0,0
"(178, 6)",1,1,0,0
"(179, 6)",0,0,0,1
"(180, 6)",0,1,1,1
"(181, 6)",0,0,1,1
"(182, 6)",0,0,1,1
"(183, 6)",1,1,1,0
"(184, 6)",1,0,0,1
"(185, 6)",0,0,1,1
"(186, 6)",1,0,1,0
"(187, 6)",1,0,0,1
"(188, 6)",0,1,1,0
"(189, 6)",1,1,0,1
"(190, 6)",0,1,1,0
"(191, 6)",1,1,0,1
"(192, 6)",0,0,1,1
"(193, 6)",1,0,1,0
"(194, 6)",0,1,0,1
"(195, 6)",0,0,1,1
"(196, 6)",0,0,1,1
"(197, 6)",0,0,1,1
"(198, 6)",0,1,1,0
"(199, 6)",1,0,0,1
"(200, 6)",1,1,1,0
"(1, 7)",1,1,0,0
"(2, 7)",1,0,0,0
"(3, 7)",0,1,0,1
"(4, 7)",1,0,1,0
"(5, 7)",1,1,0,0
"(6, 7)",1,1,0,0
"(7, 7)",1,0,0,1
"(8, 7)",0,0,1,1
"(9, 7)",1,0,1,0
"(10, 7)",0,1,0,1
"(11, 7)",1,0,1,0
"(12, 7)",1,1,0,0
"(13, 7)",1,1,0,0
"(14, 7)",1,1,0,0
"(15, 7)",1,1,0,0
"(16, 7)",1,0,0,1
"(17, 7)",0,1,1,0
"(18, 7)",0,1,0,1
"(19, 7)",1,0,1,0
"(20, 7)",1,1,0,0
"(21, 7)",1,1,0,0
"(22, 7)",0,1,0,1
"(23, 7)",0,0,1,1
"(24, 7)",0,1,1,0
"(25, 7)",0,1,0,0
"(26, 7)",0,1,0,1
"(27, 7)",0,0,1,1
"(28, 7)",0,1,1,1
"(29, 7)",0,0,1,1
"(30, 7)",0,1,1,0
"(31, 7)",0,1,0,1
"(32, 7)",1,0,1,0
"(33, 7)",1,1,0,0
"(34, 7)",1,0,0,1
"(35, 7)",1,0,1,0
"(36, 7)",1,1,0,0
"(37, 7)",1,0,0,1
"(38, 7)",0,1,1,0
"(39, 7)",1,0,0,1
"(40, 7)",1,0,1,0
"(41, 7)",0,1,0,1
"(42, 7)",0,0,1,1
"(43, 7)",0,1,1,0
"(44, 7)",0,1,0,1
"(45, 7)",1,0,1,0
"(46, 7)",1,0,0,0
"(47, 7)",1,0,0,1
"(48, 7)",0,0,1,1
"(49, 7)",1,1,1,0
"(50, 7)",1,1,0,0
"(51, 7)",1,1,0,0
"(52, 7)",1,1,0,0
"(53, 7)",1,0,0,1
"(54, 7)",0,1,1,1
"(55, 7)",1,0,1,0
"(56, 7)",1,0,0,1
"(57, 7)",0,0,1,1
"(58, 7)",0,0,1,1
"(59, 7)",1,0,1,0
"(60, 7)",0,1,0,1
"(61, 7)",0,0,1,1
"(62, 7)",0,0,1,1
"(63, 7)",0,0,1,1
"(64, 7)",0,1,1,0
"(65, 7)",1,0,0,1
"(66, 7)",0,0,1,1
"(67, 7)",1,0,1,0
"(68, 7)",0,1,0,1
"(69, 7)",1,0,1,0
"(70, 7)",1,0,0,1
"(71, 7)",0,1,1,0
"(72, 7)",0,1,0,1
"(73, 7)",1,0,1,0
"(74, 7)",1,0,0,1
"(75, 7)",0,0,1,1
"(76, 7)",1,1,1,0
"(77, 7)",1,0,0,1
"(78, 7)",0,0,1,1
"(79, 7)",1,0,1,0
"(80, 7)",0,1,0,1
"(81, 7)",0,0,1,1
"(82, 7)",0,1,1,0
"(83, 7)",1,0,0,1
"(84, 7)",0,0,1,1
"(85, 7)",1,0,1,0
"(86, 7)",1,0,0,1
"(87, 7)",0,1,1,0
"(88, 7)",1,0,0,1
"(89, 7)",0,1,1,0
"(90, 7)",1,0,0,1
"(91, 7)",0,0,1,1
"(92, 7)",0,1,1,0
"(93, 7)",1,0,0,1
"(94, 7)",1,0,1,1
"(95, 7)",0,0,1,1
"(96, 7)",1,1,1,0
"(97, 7)",0,1,0,1
"(98, 7)",0,0,1,1
"(99, 7)",0,0,1,1
"(100, 7)",0,1,1,0
"(101, 7)",0,1,0,1
"(102, 7)",0,1,1,0
"(103, 7)",0,1,0,1
"(104, 7)",1,0,1,0
"(105, 7)",1,0,0,1
"(106, 7)",0,0,1,1
"(107, 7)",0,0,1,0
"(108, 7)",1,0,0,1
"(109, 7)",0,0,1,1
"(110, 7)",0,1,1,0
"(111, 7)",1,1,0,1
"(112, 7)",0,1,1,0
"(113, 7)",0,1,0,1
"(114, 7)",1,0,1,0
"(115, 7)",0,0,0,1
"(116, 7)",0,1,1,1
"(117, 7)",0,0,1,1
"(118, 7)",0,0,1,1
"(119, 7)",0,0,1,1
"(120, 7)",0,1,1,0
"(121, 7)",1,1,0,1
"(122, 7)",0,1,1,0
"(123, 7)",0,1,0,1
"(124, 7)",1,0,1,0
"(125, 7)",1,1,0,0
"(126, 7)",1,0,0,1
"(127, 7)",0,0,1,1
"(128, 7)",0,0,1,1
"(129, 7)",0,1,1,0
"(130, 7)",1,0,0,1
"(131, 7)",0,1,1,0
"(132, 7)",1,0,0,1
"(133, 7)",1,0,1,0
"(134, 7)",1,1,0,0
"(135, 7)",0,1,0,1
"(136, 7)",1,0,1,0
"(137, 7)",1,1,0,0
"(138, 7)",1,0,0,1
"(139, 7)",0,0,1,1
"(140, 7)",1,0,1,0
"(141, 7)",1,0,0,1
"(142, 7)",1,1,1,0
"(143, 7)",1,0,0,1
"(144, 7)",1,0,1,1
"(145, 7)",1,0,1,1
"(146, 7)",0,1,1,0
"(147, 7)",0,1,0,0
"(148, 7)",0,1,0,1
"(149, 7)",1,0,1,1
"(150, 7)",0,1,1,0
"(151, 7)",1,1,0,0
"(152, 7)",1,0,0,1
"(153, 7)",0,1,1,0
"(154, 7)",0,1,0,0
"(155, 7)",0,1,0,1
"(156, 7)",0,0,1,1
"(157, 7)",0,1,1,0
"(158, 7)",1,0,0,1
"(159, 7)",0,0,1,1
"(160, 7)",0,1,1,0
"(161, 7)",1,1,0,1
"(162, 7)",0,1,1,0
"(163, 7)",0,1,0,1
"(164, 7)",1,0,1,0
"(165, 7)",1,0,0,0
"(166, 7)",0,1,0,1
"(167, 7)",0,0,1,1
"(168, 7)",1,0,1,0
"(169, 7)",0,0,0,1
"(170, 7)",1,0,1,1
"(171, 7)",0,0,1,1
"(172, 7)",0,1,1,0
"(173, 7)",0,1,0,0
"(174, 7)",1,1,0,0
"(175, 7)",0,1,0,1
"(176, 7)",1,0,1,0
"(177, 7)",1,1,0,0
"(178, 7)",0,1,0,1
"(179, 7)",0,0,1,1
"(180, 7)",0,0,1,1
"(181, 7)",0,0,1,1
"(182, 7)",1,0,1,0
"(183, 7)",1,1,0,0
"(184, 7)",0,1,0,1
"(185, 7)",1,0,1,0
"(186, 7)",1,1,0,0
"(187, 7)",1,1,0,0
"(188, 7)",1,0,0,1
"(189, 7)",0,1,1,0
"(190, 7)",1,0,0,0
"(191, 7)",1,1,0,0
"(192, 7)",1,0,0,0
"(193, 7)",0,1,0,1
"(194, 7)",0,0,1,1
"(195, 7)",0,0,1,1
"(196, 7)",0,0,1,1
"(197, 7)",0,0,1,1
"(198, 7)",0,0,1,1
"(199, 7)",1,1,1,0
"(200, 7)",0,1,0,0
"(1, 8)",0,1,0,1
"(2, 8)",0,1,1,1
"(3, 8)",1,0,1,0
"(4, 8)",1,1,0,0
"(5, 8)",1,1,0,0
"(6, 8)",0,1,0,1
"(7, 8)",0,1,1,1
"(8, 8)",0,0,1,0
"(9, 8)",1,1,0,0
"(10, 8)",1,0,0,1
"(11, 8)",0,1,1,0
"(12, 8)",1,1,0,0
"(13, 8)",0,1,0,1
"(14, 8)",0,1,1,0
"(15, 8)",0,1,0,1
"(16, 8)",0,1,1,0
"(17, 8)",1,0,0,1
"(18, 8)",0,0,1,0
"(19, 8)",1,1,0,0
"(20, 8)",1,1,0,0
"(21, 8)",0,1,0,1
"(22, 8)",1,0,1,0
"(23, 8)",1,0,0,1
"(24, 8)",0,0,1,1
"(25, 8)",0,0,1,1
"(26, 8)",1,0,1,0
"(27, 8)",1,0,0,1
"(28, 8)",0,0,1,1
"(29, 8)",0,0,1,1
"(30, 8)",0,0,1,1
"(31, 8)",1,0,1,0
"(32, 8)",1,1,0,0
"(33, 8)",1,1,0,0
"(34, 8)",1,1,0,0
"(35, 8)",1,1,0,0
"(36, 8)",1,1,0,0
"(37, 8)",0,1,0,1
"(38, 8)",1,0,1,0
"(39, 8)",1,1,0,0
"(40, 8)",0,1,0,1
"(41, 8)",0,0,1,1
"(42, 8)",0,0,1,1
"(43, 8)",0,0,1,1
"(44, 8)",0,0,1,1
"(45, 8)",0,1,1,1
"(46, 8)",0,1,1,0
"(47, 8)",0,1,0,1
"(48, 8)",1,0,1,0
"(49, 8)",1,1,0,0
"(50, 8)",1,1,0,0
"(51, 8)",0,1,0,1
"(52, 8)",0,1,1,0
"(53, 8)",1,1,0,0
"(54, 8)",1,0,0,1
"(55, 8)",0,1,1,0
"(56, 8)",0,1,0,1
"(57, 8)",0,0,1,1
"(58, 8)",1,0,1,0
"(59, 8)",0,1,0,1
"(60, 8)",0,0,1,1
"(61, 8)",1,0,1,1
"(62, 8)",0,0,1,1
"(63, 8)",0,0,1,1
"(64, 8)",1,0,1,0
"(65, 8)",1,1,0,0
"(66, 8)",0,0,0,1
"(67, 8)",0,1,1,1
"(68, 8)",1,0,1,0
"(69, 8)",0,1,0,1
"(70, 8)",0,1,1,1
"(71, 8)",0,0,1,1
"(72, 8)",0,0,1,0
"(73, 8)",1,1,0,0
"(74, 8)",0,1,0,1
"(75, 8)",0,0,1,0
"(76, 8)",0,1,0,1
"(77, 8)",0,1,1,1
"(78, 8)",0,0,1,0
"(79, 8)",0,1,0,1
"(80, 8)",0,0,1,1
"(81, 8)",0,0,1,1
"(82, 8)",1,0,1,1
"(83, 8)",0,1,1,0
"(84, 8)",1,0,0,0
"(85, 8)",1,1,0,0
"(86, 8)",0,1,0,0
"(87, 8)",1,0,0,1
"(88, 8)",0,1,1,0
"(89, 8)",1,0,0,1
"(90, 8)",0,1,1,0
"(91, 8)",1,0,0,1
"(92, 8)",1,0,1,0
"(93, 8)",0,1,0,0
"(94, 8)",1,1,0,0
"(95, 8)",0,0,0,1
"(96, 8)",0,1,1,1
"(97, 8)",0,0,1,1
"(98, 8)",0,0,1,1
"(99, 8)",1,0,1,1
"(100, 8)",0,0,1,1
"(101, 8)",0,0,1,1
"(102, 8)",0,0,1,1
"(103, 8)",1,0,1,0
"(104, 8)",1,1,0,0
"(105, 8)",1,1,0,1
"(106, 8)",0,0,1,1
"(107, 8)",1,0,1,0
"(108, 8)",1,1,0,0
"(109, 8)",1,0,0,1
"(110, 8)",1,0,1,0
"(111, 8)",0,1,0,0
"(112, 8)",1,0,0,1
"(113, 8)",1,0,1,0
"(114, 8)",0,1,0,1
"(115, 8)",0,0,1,1
"(116, 8)",1,0,1,0
"(117, 8)",1,0,0,0
"(118, 8)",1,0,0,1
"(119, 8)",0,0,1,1
"(120, 8)",1,0,1,0
"(121, 8)",0,1,0,1
"(122, 8)",0,0,1,1
"(123, 8)",0,0,1,1
"(124, 8)",0,1,1,0
"(125, 8)",1,1,0,0
"(126, 8)",0,1,0,1
"(127, 8)",1,0,1,0
"(128, 8)",1,0,0,1
"(129, 8)",0,0,1,1
"(130, 8)",0,1,1,0
"(131, 8)",1,0,0,0
"(132, 8)",1,1,0,0
"(133, 8)",1,1,0,0
"(134, 8)",0,1,0,1
"(135, 8)",0,0,1,0
"(136, 8)",0,1,0,1
"(137, 8)",0,1,1,0
"(138, 8)",1,1,0,0
"(139, 8)",1,0,0,0
"(140, 8)",1,1,0,0
"(141, 8)",1,1,0,0
"(142, 8)",1,1,0,0
"(143, 8)",1,1,0,0
"(144, 8)",1,1,0,0
"(145, 8)",0,1,0,0
"(146, 8)",1,0,0,1
"(147, 8)",1,0,1,1
"(148, 8)",0,0,1,0
"(149, 8)",1,1,0,0
"(150, 8)",1,0,0,1
"(151, 8)",0,1,1,0
"(152, 8)",0,1,0,1
"(153, 8)",1,0,1,0
"(154, 8)",1,0,0,1
"(155, 8)",0,0,1,1
"(156, 8)",0,0,1,1
"(157, 8)",0,0,1,1
"(158, 8)",0,1,1,0
"(159, 8)",1,0,0,1
"(160, 8)",1,0,1,0
"(161, 8)",0,1,0,1
"(162, 8)",0,0,1,0
"(163, 8)",1,0,0,1
"(164, 8)",0,1,1,0
"(165, 8)",1,1,0,1
"(166, 8)",0,0,1,1
"(167, 8)",1,0,1,0
"(168, 8)",0,1,0,1
"(169, 8)",1,0,1,0
"(170, 8)",0,1,0,1
"(171, 8)",0,0,1,1
"(172, 8)",1,0,1,0
"(173, 8)",1,0,0,1
"(174, 8)",1,1,1,0
"(175, 8)",1,0,0,0
"(176, 8)",1,1,0,0
"(177, 8)",1,1,0,0
"(178, 8)",1,0,0,1
"(179, 8)",1,0,1,1
"(180, 8)",0,0,1,1
"(181, 8)",1,0,1,0
"(182, 8)",1,1,0,0
"(183, 8)",0,1,0,1
"(184, 8)",1,0,1,0
"(185, 8)",1,1,0,0
"(186, 8)",0,1,0,1
"(187, 8)",0,1,1,0
"(188, 8)",0,1,0,1
"(189, 8)",1,0,1,0
"(190, 8)",1,1,0,0
"(191, 8)",0,1,0,1
"(192, 8)",1,1,1,0
"(193, 8)",1,0,0,1
"(194, 8)",1,0,1,0
"(195, 8)",1,0,0,1
"(196, 8)",0,0,1,1
"(197, 8)",1,0,1,1
"(198, 8)",0,0,1,0
"(199, 8)",0,1,0,1
"(200, 8)",1,0,1,0
"(1, 9)",1,0,0,1
"(2, 9)",0,0,1,1
"(3, 9)",0,1,1,0
"(4, 9)",1,1,0,0
"(5, 9)",1,1,0,0
"(6, 9)",1,0,0,1
"(7, 9)",1,0,1,0
"(8, 9)",1,0,0,1
"(9, 9)",0,1,1,0
"(10, 9)",1,1,0,0
"(11, 9)",0,0,0,1
"(12, 9)",0,1,1,1
"(13, 9)",0,0,1,1
"(14, 9)",1,0,1,1
"(15, 9)",1,0,1,0
"(16, 9)",1,0,0,1
"(17, 9)",1,1,1,0
"(18, 9)",1,0,0,1
"(19, 9)",0,1,1,0
"(20, 9)",0,1,0,0
"(21, 9)",1,0,0,1
"(22, 9)",0,1,1,0
"(23, 9)",1,1,0,0
"(24, 9)",1,0,0,1
"(25, 9)",1,0,1,0
"(26, 9)",0,1,0,1
"(27, 9)",0,1,1,0
"(28, 9)",1,0,0,1
"(29, 9)",1,0,1,0
"(30, 9)",1,0,0,1
"(31, 9)",0,1,1,0
"(32, 9)",0,1,0,1
"(33, 9)",0,1,1,0
"(34, 9)",1,1,0,0
"(35, 9)",0,1,0,1
"(36, 9)",0,1,1,0
"(37, 9)",1,0,0,1
"(38, 9)",0,1,1,0
"(39, 9)",0,1,0,1
"(40, 9)",0,0,1,1
"(41, 9)",0,0,1,1
"(42, 9)",1,0,1,0
"(43, 9)",1,0,0,1
"(44, 9)",1,0,1,1
"(45, 9)",0,0,1,1
"(46, 9)",1,0,1,1
"(47, 9)",0,0,1,0
"(48, 9)",1,1,0,0
"(49, 9)",1,1,0,0
"(50, 9)",1,1,0,0
"(51, 9)",0,0,0,1
"(52, 9)",0,0,1,1
"(53, 9)",0,1,1,0
"(54, 9)",0,1,0,1
"(55, 9)",1,0,1,0
"(56, 9)",1,0,0,1
"(57, 9)",0,0,1,1
"(58, 9)",0,1,1,0
"(59, 9)",1,0,0,0
"(60, 9)",1,0,0,1
"(61, 9)",0,1,1,0
"(62, 9)",1,0,0,1
"(63, 9)",1,0,1,0
"(64, 9)",1,1,0,0
"(65, 9)",0,1,0,1
"(66, 9)",1,0,1,0
"(67, 9)",1,0,0,0
"(68, 9)",0,1,0,1
"(69, 9)",0,0,1,1
"(70, 9)",0,0,1,1
"(71, 9)",0,0,1,1
"(72, 9)",1,0,1,0
"(73, 9)",1,1,0,0
"(74, 9)",1,0,0,1
"(75, 9)",0,0,1,1
"(76, 9)",0,0,1,1
"(77, 9)",0,0,1,1
"(78, 9)",0,0,1,1
"(79, 9)",0,0,1,1
"(80, 9)",1,0,1,0
"(81, 9)",1,0,0,1
"(82, 9)",0,1,1,0
"(83, 9)",1,0,0,1
"(84, 9)",1,1,1,0
"(85, 9)",0,1,0,1
"(86, 9)",0,0,1,1
"(87, 9)",1,1,1,0
"(88, 9)",1,0,0,1
"(89, 9)",0,1,1,0
"(90, 9)",0,0,0,1
"(91, 9)",1,1,1,0
"(92, 9)",0,1,0,1
"(93, 9)",1,0,1,0
"(94, 9)",0,1,0,1
"(95, 9)",1,0,1,0
"(96, 9)",1,0,0,1
"(97, 9)",0,0,1,1
"(98, 9)",0,0,1,1
"(99, 9)",0,1,1,0
"(100, 9)",1,0,0,1
"(101, 9)",0,0,1,1
"(102, 9)",1,0,1,0
"(103, 9)",0,1,0,1
"(104, 9)",0,1,1,0
"(105, 9)",1,1,0,0
"(106, 9)",1,0,0,0
"(107, 9)",1,1,0,0
"(108, 9)",1,1,0,1
"(109, 9)",0,1,1,0
"(110, 9)",0,1,0,1
"(111, 9)",0,0,1,1
"(112, 9)",0,1,1,0
"(113, 9)",1,1,0,0
"(114, 9)",1,0,0,1
"(115, 9)",0,0,1,1
"(116, 9)",0,1,1,0
"(117, 9)",1,1,0,1
"(118, 9)",0,1,1,0
"(119, 9)",1,0,0,0
"(120, 9)",0,1,0,1
"(121, 9)",1,0,1,1
"(122, 9)",0,0,1,1
"(123, 9)",0,0,1,0
"(124, 9)",1,0,0,1
"(125, 9)",0,1,1,0
"(126, 9)",1,0,0,0
"(127, 9)",0,1,0,1
"(128, 9)",0,1,1,0
"(129, 9)",1,0,0,1
"(130, 9)",0,0,1,1
"(131, 9)",1,1,1,0
"(132, 9)",1,1,0,0
"(133, 9)",0,1,0,1
"(134, 9)",0,0,1,1
"(135, 9)",1,0,1,0
"(136, 9)",1,0,0,1
"(137, 9)",1,0,1,0
"(138, 9)",1,1,0,0
"(139, 9)",1,1,0,0
"(140, 9)",1,1,0,0
"(141, 9)",1,1,0,0
"(142, 9)",0,1,0,0
"(143, 9)",1,1,0,0
"(144, 9)",0,1,0,1
"(145, 9)",0,0,1,1
"(146, 9)",0,1,1,0
"(147, 9)",0,1,0,1
